year,plot,treatment,species,cover
2006,10_4,F,EUEX4,1.85
2006,16_1,F,CHSE7,0.25
2006,11_2,F,EUEX4,3.35
2006,16_1,F,CHSES,8.5
2006,11_3,F,ASNU4,0.25
2006,11_4,F,ASNU4,0.25
2006,4_2,F,PLJA,19
2006,1_1,F,NAHI,0.05
2006,1_2,F,NAHI,0.15
2006,10_1,F,PEAN,0.75
2006,19_2,F,CHSES,10
2006,19_1,F,SATR12,0.25
2006,19_2,F,SATR12,18
2006,16_4,F,OECA10,0.1
2006,17_3,F,OECA10,0.1
2006,14_1,F,PLJA,7.5
2006,8_4,F,SPPO6,0.1
2006,10_3,F,EUEX4,1
2006,16_3,F,PLJA,5.35
2006,16_4,F,PLJA,22.25
2006,17_4,F,ASNU4,0.4
2006,19_1,F,KAPA,60
2006,19_2,F,KAPA,40
2006,19_3,F,KAPA,40
2006,16_3,F,CRCR3,0.01
2006,1_3,F,BOGR2,15
2006,4_4,F,CHSES,1
2006,4_1,F,BOGR2,4
2006,6_4,F,PLJA,22.75
2006,17_3,F,PLPA2,0.01
2006,14_4,F,ASNU4,1.5
2006,10_1,F,ASFE2,0.1
2006,4_3,F,ASNU4,1.75
2006,4_2,F,SPPO6,0.25
2006,14_4,F,KAPA,18
2006,4_4,F,EUEX4,11.25
2006,8_2,F,SPFL2,0.25
2006,8_3,F,SPFL2,1.5
2006,8_4,F,SPFL2,0.75
2006,16_3,F,ALIN,1
2006,10_2,F,SPFL2,6
2006,8_1,F,PSTAT,0.05
2006,8_1,F,EUEX4,1.1
2006,11_2,F,SEFLF,0.1
2006,19_1,F,SEFLF,0.05
2006,8_1,F,KAPA,45
2006,8_4,F,EUEX4,0.25
2006,1_4,F,EUEX4,0.2
2006,10_4,F,KAPA,95
2006,10_1,F,SPCO4,1.5
2006,10_1,F,CHLA10,2.5
2006,19_1,F,SPCO4,0.25
2006,19_3,F,SPCO4,4
2006,1_1,F,KAPA,12
2006,14_2,F,CHSE7,3.1
2006,8_2,F,BOBA2,2.25
2006,14_4,F,CHSE7,0.75
2006,10_1,F,BOER4,3.5
2006,16_3,F,CHSE7,1.85
2006,14_1,F,ASNU4,0.91
2006,4_3,F,NAHI,0.05
2006,17_4,F,CHSE7,1.75
2006,14_4,F,SOEL,2
2006,19_3,F,BOER4,0.35
2006,8_2,F,PLJA,2.25
2006,16_2,F,PLJA,21
2006,11_3,F,SPCO4,3
2006,1_1,F,MEMU3,0.1
2006,1_2,F,MEMU3,0.1
2006,8_2,F,SPPO6,16.5
2006,14_1,F,HODR,3.25
2006,6_3,F,ASNU4,0.86
2006,6_4,F,ASNU4,0.35
2006,1_4,F,BOGR2,3
2006,14_1,F,SATR12,2.5
2006,14_3,F,EUEX4,6.5
2006,10_3,F,SPPO6,40
2006,17_4,F,EUEX4,3.35
2006,6_3,F,SOEL,5.5
2006,19_4,F,BOBA2,5
2006,14_3,F,SPPO6,23
2006,16_2,F,ALIN,9
2006,6_1,F,EUEX4,3.35
2006,10_3,F,SPFL2,3
2006,1_2,F,PSTAT,0.01
2006,14_2,F,ASNU4,0.9
2006,10_1,F,DANAN,0.1
2006,10_2,F,DANAN,1.6
2006,19_1,F,SPFL2,2
2006,8_2,F,EUEX4,0.6
2006,8_2,F,KAPA,15
2006,8_1,F,SPPO6,0.05
2006,8_3,F,CHSES,2.6
2006,8_2,F,HODR,0.75
2006,8_1,F,BOBA2,4
2006,14_3,F,CHSE7,0.85
2006,8_4,F,BOBA2,1
2006,16_2,F,CHSE7,5.6
2006,10_2,F,BOER4,7.5
2006,10_3,F,BOER4,5.85
2006,1_1,F,PSTAT,0.01
2006,16_4,F,CHSE7,4.5
2006,11_4,F,BOER4,1
2006,19_1,F,BOER4,0.25
2006,4_1,F,ASNU4,0.75
2006,19_3,F,SATR12,15.5
2006,14_1,F,CHSE7,0.35
2006,6_2,F,ASNU4,0.11
2006,17_1,F,ASNU4,1.55
2006,19_2,F,HODR,5.25
2006,4_2,F,PLPA2,0.1
2006,8_4,F,ASNU4,0.1
2006,10_1,F,SATR12,42.5
2006,10_3,F,BOBA2,8.5
2006,1_1,F,HYFIC,0.1
2006,19_2,F,SPFL2,1.75
2006,19_1,F,EUEX4,0.5
2006,19_2,F,EUEX4,1
2006,4_3,F,EUEX4,6.25
2006,6_2,F,SOEL,6
2006,10_1,F,CHSES,1.3
2006,8_2,F,MAPIP,2
2006,8_4,F,MAPIP,0.1
2006,6_4,F,SOEL,16.5
2006,19_2,F,BOGR2,3.5
2006,6_3,F,SATR12,0.5
2006,8_2,F,SATR12,26
2006,14_1,F,BOGR2,2.25
2006,10_2,F,DAPU7,0.25
2006,19_1,F,TILA2,19.5
2006,10_2,F,EUEX4,2.25
2006,11_1,F,EUEX4,4.25
2006,19_3,F,TILA2,18
2006,1_2,F,CHSE7,0.35
2006,16_2,F,CHSES,3.25
2006,16_4,F,CHSES,4.5
2006,14_3,F,SOEL,1.75
2006,11_4,F,SOEL,3
2006,19_3,F,CHSES,8.25
2006,10_4,F,SPPO6,0.1
2006,4_4,F,ASNU4,1.25
2006,10_2,F,ASNU4,0.8
2006,16_4,F,ASNU4,0.85
2006,10_4,F,HODR,0.75
2006,17_4,F,MUAR2,0.5
2006,1_1,F,CHSE7,0.1
2006,6_1,F,CHSE7,0.25
2006,19_1,F,ASNU4,0.35
2006,11_1,F,CHSES,10
2006,8_4,F,HYFIC,0.05
2006,11_2,F,CHSES,9
2006,4_3,F,BOGR2,8.1
2006,16_2,F,ASNU4,0.75
2006,16_3,F,ASNU4,0.85
2006,6_1,F,SOEL,2.5
2006,11_1,F,ALIN,4
2006,16_1,F,ALIN,30
2006,19_2,F,TILA2,16
2006,8_3,F,KAPA,25
2006,10_4,F,BOER4,1
2006,17_1,F,CHSES,0.1
2006,17_4,F,BOGR2,1
2006,1_4,F,OECA10,0.05
2006,8_3,F,EUEX4,0.75
2006,4_2,F,DANAN,0.25
2006,14_1,F,CHSES,0.4
2006,8_4,F,KAPA,15
2006,8_2,F,CHSES,1.1
2006,10_1,F,GAPI,0.25
2006,4_3,F,BOBA2,2.25
2006,8_3,F,MAPIP,2.5
2006,19_1,F,MUAR2,1
2006,8_2,F,ASNU4,0.35
2006,19_4,F,TILA2,10
2006,1_1,F,ASNU4,0.35
2006,10_3,F,HODR,1.5
2006,1_4,F,MELE2,0.1
2006,16_3,F,CHSES,0.1
2006,11_2,F,BOER4,5.75
2006,17_3,F,CHSES,2.5
2006,1_3,F,ASNU4,0.61
2006,4_1,F,DANAN,3
2006,19_3,F,HODR,1
2006,17_1,F,MUAR2,0.25
2006,19_3,F,SPCR,0.85
2006,4_2,F,EUEX4,7.5
2006,11_2,F,SPPO6,0.1
2006,11_1,F,CHSE7,3
2006,10_1,F,ASNU4,1.1
2006,6_1,F,ASNU4,0.75
2006,19_3,F,BOBA2,3.25
2006,14_2,F,SPPO6,32
2006,19_3,F,EUEX4,4.6
2006,10_1,F,GUSA2,3
2006,6_4,F,BOGR2,5.5
2006,19_4,F,SPCO4,1
2006,11_4,F,SPPO6,0.75
2006,8_1,F,SATR12,15.25
2006,1_2,F,ASNU4,1.86
2006,8_1,F,HYFIC,0.1
2006,19_2,F,BOBA2,17
2006,14_1,F,SPPO6,35.1
2006,8_3,F,SATR12,19
2006,11_2,F,DANAN,1.2
2006,4_2,F,SPCR,2.1
2006,4_1,F,TILA2,6
2006,10_1,F,CHSE7,2.75
2006,4_4,F,BOGR2,5.25
2006,8_1,F,BOGR2,0.25
2006,4_3,F,SPCR,0.75
2006,16_2,F,MUAR2,0.5
2006,6_3,F,BOGR2,3
2006,11_3,F,BOER4,1.5
2006,1_4,F,SPCR,4
2006,19_1,F,CHSES,11.25
2006,10_4,F,DANAN,0.25
2006,1_1,F,DANAN,1
2006,4_3,F,DANAN,0.55
2006,1_2,F,SATR12,16
2006,14_2,F,HODR,0.25
2006,11_4,F,CHER2,5
2006,10_3,F,NAHI,0.05
2006,17_4,F,NAHI,0.01
2006,19_2,F,TOAN,0.05
2006,19_1,F,HODR,3
2006,10_2,F,NAHI,0.05
2006,10_4,F,MAPIP,5
2006,19_2,F,SEFLF,0.1
2006,19_3,F,SEFLF,0.25
2006,17_3,F,BOBA2,0.1
2006,14_4,F,SPCR,1.5
2006,17_4,F,BOBA2,0.65
2006,10_4,F,CHSE7,5.5
2006,19_1,F,BOBA2,0.25
2006,11_3,F,SPPO6,10
2006,11_3,F,TOAN,0.1
2006,8_2,F,BOGR2,0.5
2006,17_3,F,CHSE7,2.5
2006,11_1,F,MAPIP,1
2006,17_2,F,BOBA2,1.21
2006,1_1,F,MELE2,0.1
2006,10_3,F,PSTAT,0.1
2006,19_4,F,CHSES,8
2006,17_4,F,CHSES,3
2006,11_4,F,CHSES,6.75
2006,10_1,F,EUEX4,2.35
2006,14_3,F,HYFIC,0.1
2006,19_4,F,SPCR,0.5
2006,17_1,F,CHSE7,2
2006,14_4,F,MUAR2,1.5
2006,4_4,F,SATR12,16
2006,16_2,F,BOBA2,0.5
2006,8_1,F,TILA2,30
2006,14_1,F,LIPU4,0.05
2006,10_1,F,BOGR2,4
2006,6_2,F,BOGR2,8
2006,17_2,F,NAHI,0.01
2006,1_2,F,BOBA2,0.55
2006,10_2,F,PSTAT,0.1
2006,10_2,F,HYFIC,0.1
2006,8_4,F,DANAN,0.1
2006,4_4,F,DANAN,0.5
2006,17_1,F,BOBA2,0.05
2006,11_1,F,ARPU9,0.25
2006,17_3,F,NAHI,0.05
2006,10_1,F,PSTAT,0.25
2006,16_2,F,ALMA4,1.5
2006,1_1,F,SPCR,0.16
2006,10_2,F,CHSE7,0.75
2006,11_3,F,SPCR,3
2006,8_2,F,TILA2,25
2006,10_3,F,TILA2,9
2006,10_3,F,CHSE7,0.35
2006,8_3,F,TILA2,11
2006,11_3,F,CHSES,3.3
2006,11_4,F,TILA2,1
2006,6_1,F,BOGR2,1.5
2006,10_4,F,TILA2,3
2006,11_1,F,MUAR2,1
2006,16_4,F,LIPU4,0.1
2006,16_3,F,LIPU4,0.05
2007,9_2,C,BOER4,1.5
2007,9_4,C,BOER4,9.75
2007,15_4,C,PLJA,6.15
2007,15_3,C,PLJA,2.65
2007,20_4,C,MAPIP,7.5
2007,20_3,C,PLJA,1.75
2007,5_4,C,PLJA,12.75
2007,15_2,C,PLJA,8.65
2007,7_1,C,GUSA2,1
2007,7_2,C,GUSA2,13
2007,12_4,C,SATR12,0.1
2007,13_1,C,SATR12,0.4
2007,12_1,C,ARPU9,5.75
2007,3_3,C,GUSA2,2.5
2007,12_2,C,ARPU9,3
2007,12_3,C,ARPU9,2
2007,13_3,C,SATR12,10.35
2007,7_3,C,MAPIP,0.05
2007,9_2,C,MAPIP,0.35
2007,9_4,C,MAPIP,2
2007,9_1,C,ZIGR,2.5
2007,13_2,C,SATR12,9.1
2007,9_2,C,DANAN,0.35
2007,7_4,C,PLJA,11.65
2007,18_2,C,GUSA2,23
2007,20_3,C,SATR12,2.9
2007,20_4,C,SATR12,0.75
2007,9_1,C,SATR12,2.6
2007,9_2,C,SATR12,3.6
2007,9_3,C,BOER4,2.25
2007,3_1,C,HYFIC,0.75
2007,15_1,C,HYFIC,1.75
2007,15_2,C,HYFIC,1
2007,7_4,C,HYFIC,0.25
2007,9_1,C,MAPIP,7
2007,9_4,C,SATR12,10.75
2007,20_4,C,PSTAT,1.5
2007,2_2,C,SOEL,0.1
2007,12_2,C,GUSA2,0.25
2007,20_1,C,GUSA2,17
2007,20_4,C,GUSA2,5.25
2007,7_3,C,GUSA2,5
2007,9_2,C,GUSA2,4
2007,2_2,C,BOGR2,8.5
2007,3_2,C,GUSA2,5
2007,13_1,C,SPCR,0.75
2007,13_2,C,SPCR,0.15
2007,18_1,C,PLJA,6.1
2007,18_2,C,PLJA,6.45
2007,18_3,C,PLJA,9.35
2007,7_3,C,PLJA,23.15
2007,20_2,C,SATR12,0.3
2007,18_3,C,GUSA2,0.1
2007,2_3,C,BOGR2,14.25
2007,2_4,C,BOGR2,15.25
2007,3_1,C,BOGR2,3.35
2007,3_2,C,BOGR2,3.4
2007,13_4,C,SATR12,0.55
2007,15_1,C,SATR12,0.2
2007,15_2,C,SATR12,0.05
2007,15_3,C,SATR12,0.15
2007,15_4,C,SATR12,0.25
2007,20_1,C,SATR12,0.65
2007,5_3,C,BOER4,2.75
2007,5_2,C,BOGR2,10.5
2007,5_3,C,BOGR2,4.5
2007,7_1,C,BOGR2,1.75
2007,20_2,C,MAPIP,21.05
2007,12_3,C,SPPO6,0.05
2007,9_4,C,SPPO6,2
2007,20_3,C,MAPIP,3.35
2007,12_3,C,DANAN,5.35
2007,20_3,C,PSTAT,1.75
2007,15_1,C,DANAN,0.5
2007,15_2,C,DANAN,0.25
2007,20_4,C,DANAN,0.6
2007,7_3,C,DANAN,0.5
2007,7_4,C,DANAN,0.5
2007,9_3,C,ZIGR,2.25
2007,5_1,C,BOER4,0.85
2007,5_1,C,BOGR2,5
2007,7_1,C,BOER4,1.85
2007,13_3,C,SPCR,1.5
2007,13_4,C,GUSP,1.5
2007,9_4,C,GUSP,0.25
2007,7_4,C,SPCR,0.3
2007,9_1,C,SPCR,0.35
2007,9_2,C,SPCR,0.1
2007,9_3,C,SPCR,0.35
2007,5_3,C,MELE2,0.75
2007,7_1,C,MELE2,0.85
2007,18_3,C,MUAR2,0.1
2007,7_2,C,MELE2,0.6
2007,2_1,C,BOGR2,6.6
2007,12_2,C,MELE2,1.95
2007,12_1,C,ALIN,3.5
2007,20_4,C,BOER4,0.75
2007,7_2,C,BOER4,2.25
2007,13_1,C,BOGR2,8.25
2007,13_2,C,BOGR2,3
2007,13_4,C,BOGR2,6.5
2007,5_4,C,BOGR2,2
2007,7_4,C,BOGR2,4.6
2007,12_2,C,BOER4,13.25
2007,3_3,C,BOGR2,2.65
2007,3_4,C,BOGR2,7.75
2007,15_1,C,PLJA,8.65
2007,9_4,C,MELE2,2.5
2007,5_4,C,BOER4,10.25
2007,7_3,C,BOER4,4
2007,9_1,C,BOER4,1.6
2007,13_1,C,MAPIP,0.1
2007,13_3,C,MAPIP,0.5
2007,20_1,C,MAPIP,0.05
2007,12_1,C,DANAN,4.25
2007,7_1,C,SPFL2,4.25
2007,9_3,C,SATR12,5.6
2007,13_4,C,PLJA,6
2007,9_4,C,SPFL2,3
2007,12_4,C,DANAN,0.55
2007,3_2,C,SOEL,0.25
2007,3_3,C,SOEL,0.1
2007,12_1,C,MELE2,2.55
2007,13_1,C,SCBR2,0.75
2007,13_2,C,SCBR2,0.9
2007,2_3,C,SPCR,0.3
2007,9_3,C,HODR,0.35
2007,20_4,C,SPCR,0.75
2007,2_1,C,MELE2,0.35
2007,3_1,C,MELE2,0.5
2007,3_4,C,MELE2,0.7
2007,5_2,C,MELE2,0.25
2007,12_2,C,SOEL,0.2
2007,12_3,C,SOEL,0.75
2007,13_1,C,SOEL,0.5
2007,13_2,C,SOEL,3.5
2007,13_3,C,SOEL,9
2007,18_4,C,HODR,0.5
2007,15_1,C,SPCO4,0.25
2007,20_4,C,SPCO4,0.75
2007,2_4,C,DANAN,0.5
2007,3_1,C,DANAN,4.5
2007,2_4,C,SPCR,5.1
2007,3_3,C,SPCR,0.1
2007,5_3,C,SPCR,0.35
2007,12_3,C,SATR12,0.5
2007,12_4,C,MELE2,5.05
2007,15_3,C,MELE2,0.75
2007,15_4,C,MELE2,2.5
2007,5_4,C,MELE2,0.75
2007,7_3,C,MELE2,0.6
2007,9_1,C,MELE2,0.35
2007,9_2,C,MELE2,1.75
2007,9_3,C,MELE2,0.75
2007,2_2,C,DANAN,0.25
2007,18_4,C,PLJA,8.2
2007,12_3,C,MELE2,2.1
2007,7_2,C,SPCR,0.1
2007,7_1,C,PLJA,2.2
2007,7_2,C,PLJA,4.4
2007,3_4,C,SPPO6,0.25
2007,13_2,C,PLJA,3
2007,15_1,C,MELE2,0.25
2007,12_2,C,DANAN,1.5
2007,18_3,C,SPCO4,7
2007,18_1,C,SATR12,0.1
2007,18_4,C,SCBR2,0.25
2007,5_1,C,PLJA,11.25
2007,5_2,C,PLJA,4.25
2007,3_2,C,DANAN,2.55
2007,13_4,C,SCBR2,2.6
2007,15_1,C,SCBR2,0.1
2007,15_2,C,MELE2,3.6
2007,12_4,C,SOEL,0.75
2007,12_1,C,CHER2,8.75
2007,12_3,C,BOER4,6.25
2007,18_3,C,MAPIP,0.05
2007,18_4,C,MAPIP,0.95
2007,2_1,C,DANAN,2
2007,2_4,C,BOER4,0.85
2007,18_2,C,SATR12,0.1
2007,13_3,C,SCBR2,1.65
2007,12_1,C,MAPIP,0.5
2007,12_2,C,MAPIP,0.2
2007,12_3,C,MAPIP,0.35
2007,12_4,C,MAPIP,1.5
2007,13_4,C,MELE2,0.1
2007,12_1,C,BOER4,15
2007,13_3,C,PLJA,8.75
2007,18_2,C,SPCO4,11
2007,18_1,C,MAPIP,5
2007,3_4,C,PLJA,10.9
2007,2_3,C,BOER4,0.05
2007,20_1,C,BOER4,0.4
2007,3_2,C,BOER4,0.5
2007,3_3,C,BOER4,1
2007,2_3,C,SATR12,0.35
2007,5_3,C,PLJA,5.75
2007,7_1,C,SATR12,0.05
2007,3_2,C,PLJA,1.95
2007,13_1,C,PLJA,6.5
2007,18_1,C,SPFL2,2
2007,3_3,C,PLJA,4.4
2007,12_4,C,BOER4,5
2007,13_4,C,SOEL,3
2007,20_2,C,BOER4,0.65
2007,12_3,C,HODR,0.75
2007,15_3,C,HODR,0.5
2007,20_1,C,HODR,2.75
2007,5_3,C,DANAN,0.5
2007,7_1,C,DANAN,2
2007,15_2,C,SCBR2,0.9
2007,20_3,C,BOER4,2.05
2007,12_1,C,SATR12,0.05
2007,3_1,C,PLJA,4.4
2007,20_3,C,EPTO,8
2007,5_2,C,SATR12,0.1
2007,18_4,C,SATR12,0.15
2007,20_1,C,MUAR2,0.75
2007,18_3,C,SATR12,0.15
2007,20_4,C,HODR,0.25
2007,12_3,C,EPTO,1
2007,15_1,C,MUAR2,1.5
2007,5_1,C,SATR12,4.1
2007,20_4,C,EPTO,4
2007,2_2,C,SPCR,0.85
2007,9_2,C,MUAR2,1.35
2007,15_4,C,SCBR2,0.1
2007,12_2,C,EPTO,15
2007,5_3,C,SATR12,0.1
2007,3_4,C,SATR12,0.3
2007,2_1,C,PLJA,0.25
2007,3_3,C,SATR12,0.1
2007,20_2,C,MUAR2,1.85
2007,2_4,C,SATR12,0.1
2007,3_2,C,SATR12,0.05
2007,4_1,F,BOGR2,10.25
2007,14_2,F,PLJA,11.1
2007,1_3,F,SOEL,0.25
2007,14_3,F,PLJA,15.6
2007,19_3,F,BOER4,0.25
2007,14_4,F,BOGR2,4.5
2007,14_4,F,SATR12,9.1
2007,10_3,F,SATR12,5.2
2007,14_1,F,BOGR2,3.75
2007,19_4,F,BOER4,1.3
2007,8_3,F,GUSA2,6.75
2007,19_2,F,GUSA2,5.5
2007,14_3,F,BOGR2,6
2007,10_2,F,SATR12,4.45
2007,10_3,F,OPUNT,3
2007,1_1,F,BOGR2,14.25
2007,8_4,F,PLJA,1.5
2007,19_2,F,SPFL2,2.05
2007,1_2,F,PLJA,2
2007,14_3,F,SATR12,6.7
2007,10_4,F,BOER4,0.5
2007,8_3,F,PLJA,2.15
2007,10_1,F,BOER4,2.75
2007,19_2,F,BOER4,0.25
2007,1_4,F,SOEL,0.7
2007,8_2,F,SATR12,20.25
2007,10_1,F,SATR12,1.65
2007,8_3,F,MAPIP,9.25
2007,17_3,F,PLJA,19
2007,19_1,F,BOER4,0.5
2007,10_2,F,BOER4,2.5
2007,11_2,F,BOER4,2.1
2007,16_1,F,PLJA,24.75
2007,19_1,F,GUSA2,0.5
2007,17_1,F,PLJA,29.75
2007,17_4,F,PLJA,24.75
2007,1_3,F,PLJA,8.35
2007,11_1,F,SPCO4,10.35
2007,10_1,F,GUSA2,3.5
2007,11_3,F,BOGR2,0.1
2007,11_2,F,BOGR2,8
2007,6_3,F,SOEL,1.5
2007,16_4,F,PLJA,16.75
2007,19_1,F,SPFL2,0.6
2007,8_2,F,BOGR2,4.85
2007,1_3,F,BOGR2,6
2007,1_2,F,BOGR2,21.75
2007,14_1,F,SATR12,12.1
2007,10_2,F,OPUNT,4
2007,17_2,F,PLJA,20
2007,11_1,F,BOER4,1.85
2007,1_1,F,SATR12,5.4
2007,1_3,F,SATR12,10.1
2007,16_3,F,PLJA,7.25
2007,14_1,F,PLJA,9.25
2007,19_3,F,SPFL2,3.85
2007,17_4,F,BOGR2,5
2007,10_4,F,SPFL2,2.75
2007,10_4,F,MAPIP,6.5
2007,10_3,F,BOER4,2.25
2007,6_1,F,SOEL,0.85
2007,4_1,F,SATR12,7.75
2007,8_1,F,PLJA,6.75
2007,1_2,F,SPCR,0.75
2007,8_3,F,SATR12,19
2007,1_4,F,PLJA,16.75
2007,17_4,F,MELE2,0.1
2007,16_2,F,PLJA,5.5
2007,4_3,F,MEMU3,11
2007,19_3,F,SATR12,13.75
2007,11_1,F,SATR12,17.25
2007,10_1,F,SPFL2,0.5
2007,10_2,F,SPFL2,1.05
2007,10_3,F,MAPIP,0.25
2007,19_4,F,SATR12,7.15
2007,19_4,F,MAPIP,0.5
2007,19_3,F,GUSA2,0.75
2007,6_2,F,SOEL,0.15
2007,10_4,F,SATR12,8.65
2007,1_1,F,SPCR,1.75
2007,6_4,F,SOEL,3.5
2007,11_4,F,BOER4,6.5
2007,16_1,F,SATR12,53.5
2007,4_1,F,PLJA,6.5
2007,8_2,F,PLJA,0.85
2007,8_4,F,SATR12,23.5
2007,16_3,F,BOGR2,23
2007,11_2,F,SPCO4,3
2007,10_3,F,SPFL2,0.1
2007,11_3,F,SPCO4,12.1
2007,10_4,F,MELE2,0.75
2007,8_4,F,BOER4,0.35
2007,19_1,F,HODR,1
2007,10_1,F,PLJA,2.05
2007,11_3,F,BOER4,5.5
2007,8_1,F,BOER4,1.25
2007,19_2,F,SATR12,5.6
2007,1_4,F,SATR12,17.5
2007,6_3,F,PLJA,30.85
2007,8_1,F,SATR12,15.5
2007,19_3,F,BOGR2,0.5
2007,10_2,F,DANAN,0.35
2007,4_3,F,SPCO4,0.6
2007,19_1,F,MUAR2,1.5
2007,17_3,F,MELE2,0.25
2007,11_2,F,SATR12,17.75
2007,4_2,F,SPPO6,0.1
2007,17_1,F,MEMU3,20
2007,16_2,F,BOGR2,16
2007,19_1,F,MAPIP,2
2007,10_3,F,MELE2,0.5
2007,8_4,F,MAPIP,8.75
2007,4_2,F,BOGR2,8.25
2007,4_3,F,BOGR2,21.5
2007,11_4,F,SATR12,23.5
2007,6_2,F,SATR12,2.25
2007,6_3,F,SATR12,0.6
2007,16_3,F,SATR12,28.85
2007,6_4,F,SATR12,5.75
2007,17_1,F,MAPIP,0.05
2007,8_4,F,BOGR2,1
2007,17_4,F,DANAN,0.25
2007,4_4,F,PLJA,19.25
2007,8_1,F,BOGR2,3
2007,1_2,F,SATR12,2.35
2007,6_2,F,PLJA,5.5
2007,8_2,F,SPCO4,1.25
2007,19_2,F,BOGR2,0.75
2007,1_3,F,MAPIP,0.25
2007,11_4,F,SPCO4,6.75
2007,10_4,F,DANAN,0.1
2007,11_3,F,GUSA2,2.5
2007,6_4,F,PLJA,15.6
2007,4_2,F,SPCR,0.25
2007,6_1,F,PLJA,20.1
2007,1_2,F,MEMU3,3
2007,1_4,F,MEMU3,8
2007,11_3,F,SATR12,11.95
2007,17_2,F,MEMU3,8
2007,6_1,F,SATR12,6.5
2007,11_3,F,MELE2,0.6
2007,4_3,F,PLJA,8.75
2007,4_4,F,SPCO4,0.35
2007,17_2,F,SATR12,23
2007,17_3,F,SATR12,19.85
2007,4_2,F,SATR12,3
2007,4_3,F,SATR12,4.6
2007,4_4,F,SATR12,10.25
2007,14_4,F,MUAR2,1.5
2007,16_2,F,SATR12,26.6
2007,4_2,F,PLJA,15.5
2007,11_1,F,MAPIP,5
2007,4_4,F,MAPIP,2
2007,11_1,F,ARPU9,0.5
2007,6_4,F,BOGR2,0.75
2007,19_1,F,SATR12,2.1
2007,11_1,F,MELE2,0.35
2007,11_4,F,MELE2,0.1
2007,6_1,F,BOGR2,7.25
2007,6_3,F,BOGR2,6.5
2007,19_4,F,SPFL2,2.5
2007,6_1,F,SPCR,0.45
2007,10_4,F,SPPO6,0.1
2007,4_1,F,DANAN,0.15
2007,19_4,F,PLJA,3
2007,11_2,F,MELE2,0.5
2007,14_1,F,HODR,0.5
2007,6_2,F,BOGR2,10.5
2007,17_1,F,SATR12,3.75
2007,14_4,F,PLJA,12.5
2007,4_2,F,MELE2,0.25
2007,14_1,F,MELE2,0.75
2007,11_4,F,CHER2,0.1
2007,4_4,F,BOGR2,13
2007,16_4,F,SATR12,9.25
2007,17_4,F,SATR12,5.75
2007,6_3,F,SPCR,0.25
2007,1_3,F,SPHA,3
2007,1_1,F,DANAN,0.1
2007,6_2,F,SPCR,0.25
2008,12_1,C,BOBA2,1.9
2008,2_1,C,CHAL11,1.9
2008,7_2,C,CHSES,2.75
2008,12_1,C,PEAN,0.65
2008,15_4,C,SPCR,1
2008,20_4,C,BOER4,0.85
2008,13_4,C,SPCR,0.5
2008,12_4,C,BOBA2,31.85
2008,12_1,C,CHER2,2.41
2008,12_2,C,BOBA2,1.25
2008,12_3,C,BOBA2,19.9
2008,9_3,C,BOBA2,31
2008,18_2,C,SPCR,8
2008,20_3,C,BOER4,2.5
2008,12_4,C,PEAN,0.1
2008,9_2,C,ASNU4,0.05
2008,13_3,C,SOEL,5
2008,9_1,C,CHSES,7.66
2008,2_2,C,SPCR,5
2008,13_1,C,PLJA,12.75
2008,9_2,C,CHSES,6.91
2008,7_3,C,CHSES,0.2
2008,3_3,C,PLJA,10.15
2008,12_3,C,PEAN,0.05
2008,2_2,C,CHAL11,2.61
2008,3_2,C,PLJA,9.4
2008,12_2,C,PEAN,0.05
2008,3_3,C,CHSES,0.36
2008,18_3,C,SPCR,2
2008,2_3,C,SPCR,0.1
2008,2_4,C,SPCR,5
2008,20_3,C,SPCR,1
2008,13_2,C,SOEL,2.5
2008,18_1,C,BOBA2,5.25
2008,12_2,C,ASNU4,0.05
2008,7_2,C,PSTAT,0.05
2008,7_1,C,CHSES,3.41
2008,13_1,C,BOBA2,2
2008,5_2,C,BOGR2,2.3
2008,7_3,C,BOBA2,2.2
2008,13_2,C,BOBA2,1
2008,9_3,C,HODR,2.75
2008,20_4,C,BOGR2,1.25
2008,7_4,C,CHSES,0.42
2008,2_1,C,PEAN,0.06
2008,20_1,C,HODR,3.75
2008,13_2,C,PLJA,8
2008,9_3,C,CHSES,6.16
2008,12_3,C,EPTO,1
2008,20_3,C,EPTO,1
2008,13_4,C,PLJA,10.5
2008,5_3,C,CHSES,0.9
2008,12_3,C,HODR,1.85
2008,18_2,C,BOBA2,4.8
2008,18_4,C,BOBA2,0.35
2008,20_4,C,HODR,0.75
2008,20_1,C,BOER4,0.85
2008,9_2,C,MAPIP,0.75
2008,20_2,C,BOBA2,8.5
2008,3_3,C,BOER4,0.5
2008,20_3,C,BOBA2,12
2008,2_2,C,PEAN,0.16
2008,20_4,C,BOBA2,13.85
2008,12_3,C,SOEL,1.75
2008,20_4,C,SPCR,0.5
2008,12_2,C,EPTO,13
2008,13_3,C,PLJA,7.25
2008,20_4,C,EPTO,4.5
2008,2_2,C,BOGR2,10.6
2008,2_3,C,BOGR2,17.1
2008,7_1,C,BOBA2,4.85
2008,9_2,C,MUAR2,0.9
2008,20_1,C,BOBA2,7.5
2008,12_3,C,ARPU9,6
2008,7_4,C,BOGR2,4.25
2008,9_2,C,MELE2,0.05
2008,9_4,C,MELE2,0.06
2008,9_2,C,BOBA2,25.5
2008,20_4,C,SPCO4,0.75
2008,5_1,C,CHSES,4.25
